name,district,votenumber,party,age,occupation,education,page,oik,nat,lib,segment
Elina Seitz,03 Varsinais-Suomen vaalipiiri,98,Suomen Kristillisdemokraatit (KD),37,vt. sosiaalityöntekijä,korkeakoulututkinto ,http://elinaseitz.wordpress.com,0.4893325638,0.0160161564,-0.1870886224,Konservatiivit
Onni  Haapala,11 Keski-Suomen vaalipiiri,2,Suomen Kristillisdemokraatit (KD),65,pastori & markkinointijohtaja,joku muu,,0.4967162478,-0.4647219975,-0.6749816065,Konservatiivit
Veera Köpsi,03 Varsinais-Suomen vaalipiiri,92,Suomen Kristillisdemokraatit (KD),27,Myynnin assistentti,ylioppilas ,http://www.kopsi.fi,0.5007690042,0.0060462929,-1.4703950077,Konservatiivit
Petteri Pietikäinen,01 Helsingin vaalipiiri,216,Suomen Kristillisdemokraatit (KD),48,proviisori,,http://petteripietikainen.puheenvuoro.uusisuomi.fi/,0.5061455475,0.449125414,-1.5614423791,Konservatiivit
Janika Cacho,01 Helsingin vaalipiiri,202,Suomen Kristillisdemokraatit (KD),23,Perhetyöntekijä (Sosionomi AMK),korkeakoulututkinto ,https://www.facebook.com/profile.php?id=100006206026045,0.5096632407,-0.3614578004,-1.5869702786,Konservatiivit
Mika Ebeling,01 Helsingin vaalipiiri,203,Suomen Kristillisdemokraatit (KD),50,raamattukouluttaja & pastori,korkeakoulututkinto ,http://www.mikaebeling.fi,0.5138765779,1.0318803694,-2.097737753,Nationalistikonservatiivit
Sari Essayah,09 Savo-Karjalan vaalipiiri,70,Suomen Kristillisdemokraatit (KD),48,Ekonomi,korkeakoulututkinto ,http://www.essayah.fi,0.5316868765,0.0717767281,-1.2958739932,Konservatiivit
Mauri Salo,10 Vaasan vaalipiiri,61,Suomen Kristillisdemokraatit (KD),62,yrittäjä,peruskoulu ,https://www.facebook.com/facobook.com/mauri.salo.77,0.5316868765,0.0717767281,-1.2958739932,Konservatiivit
Johannes Koskinen,06 Hämeen vaalipiiri,114,Suomen Kristillisdemokraatit (KD),39,Konferenssitulkki & pastori,korkeakoulututkinto ,http://www.johanneskoskinen.wordpress.com,0.5332175646,-0.0108299261,-1.0797546704,Konservatiivit
Jaana Shelby,03 Varsinais-Suomen vaalipiiri,99,Suomen Kristillisdemokraatit (KD),55,Kääntäjä,ylioppilas ,http://aktivistimutsi.blogspot.fi/,0.5332490854,-0.9193590265,-0.4968250463,Konservatiivit
Marketta Juntunen,04 Satakunnan vaalipiiri,39,Suomen Kristillisdemokraatit (KD),64,Lastenlääkäri,korkeakoulututkinto ,http://www.marketta.juntunen.auttaa.fi,0.5608478428,-0.0565157889,-0.9108067668,Konservatiivit
Tuulikki Tepora,01 Helsingin vaalipiiri,221,Suomen Kristillisdemokraatit (KD),65,Kasvatustieteen maisteri & luokanopettaja,korkeakoulututkinto ,http://www.facebook.com/parlamentti,0.5830413,-0.4351480232,-1.3762564119,Konservatiivit
Elie El-Khouri,01 Helsingin vaalipiiri,204,Suomen Kristillisdemokraatit (KD),54,DI Rakennusinsinööri,korkeakoulututkinto ,http://www.elie.fi/,0.5907378079,0.3972200132,-0.5402640651,Konservatiivit
Petri Ronkainen,02 Uudenmaan vaalipiiri,48,Suomen Kristillisdemokraatit (KD),50,Automaatioteknikko - 88,joku muu,http://www.petrironkainen.com,0.5931200255,0.2671171075,-1.4850427552,Konservatiivit
Patrik Hellström,10 Vaasan vaalipiiri,52,Suomen Kristillisdemokraatit (KD),41,pastor & föreståndare,,http://www.patrikhellstrom.fi,0.6091411362,-0.8392994139,-1.005742205,Konservatiivit
Sari Behm,08 Kaakkois-Suomen vaalipiiri,37,Suomen Kristillisdemokraatit (KD),45,Johtaja,korkeakoulututkinto ,http://facebook.com/saribehm,0.6205793184,0.0540625499,-0.9055587041,Konservatiivit
Kristiina Drotár,02 Uudenmaan vaalipiiri,25,Suomen Kristillisdemokraatit (KD),61,Kauppatieteiden maisteri & toiminnanjohtaja,korkeakoulututkinto ,http://kristiinadrotar.com/,0.6277289726,-0.4131110402,-1.7366626549,Konservatiivit
Birgitta Silvennoinen,02 Uudenmaan vaalipiiri,50,Suomen Kristillisdemokraatit (KD),59,toimittaja,joku muu,https://www.facebook.com/pages/Birgitta-Silvennoinen-poliittinen-sivu/642207335826438,0.6319938414,-0.3909261686,-1.2825863846,Konservatiivit
Edward KROGIUS,02 Uudenmaan vaalipiiri,39,Suomen Kristillisdemokraatit (KD),51,opettaja,,http://www.facebook.com/edwardkrogius,0.6463538945,0.014167409,-1.0834626363,Konservatiivit
Markku Tenhunen,02 Uudenmaan vaalipiiri,53,Suomen Kristillisdemokraatit (KD),60,viestintäjohtaja,joku muu,https://www.facebook.com/markku.tenhunen.3,0.6487833051,1.0203339736,-0.9744048372,Konservatiivit
Milka Taivassalo,09 Savo-Karjalan vaalipiiri,84,Suomen Kristillisdemokraatit (KD),28,pääsihteeri,korkeakoulututkinto ,http://milkataivassalo.fi,0.6624507947,-0.4892127597,-1.9503294499,Konservatiivit
Suvi Linjamaa,01 Helsingin vaalipiiri,210,Suomen Kristillisdemokraatit (KD),33,historian & yhteiskuntaopin ja uskonnon opettaja yläkoulussa,korkeakoulututkinto ,http://www.suvivirsia.blogspot.fi,0.7084608852,-0.345016113,-0.8755886128,Konservatiivit
Jorma Jussila,07 Pirkanmaan vaalipiiri,7,Suomen Kristillisdemokraatit (KD),56,erityisnuorisotyönohjaaja,,http://www.jommu.com,0.7106471909,0.3718958457,-1.5281723318,Konservatiivit
Kaarina Järvenpää,02 Uudenmaan vaalipiiri,32,Suomen Kristillisdemokraatit (KD),62,Johtava ylilääkäri,korkeakoulututkinto ,https://www.facebook.com/KaarinaJarvenpaaEduskuntaan,0.7469166939,0.185361143,-1.2308358518,Konservatiivit
Petri Himanen,08 Kaakkois-Suomen vaalipiiri,38,Suomen Kristillisdemokraatit (KD),49,Liikuntapaikkamestari,ammattitutkinto ,http://petrihimanen.eu,0.7703075111,0.4567006648,-1.7555151844,Konservatiivit
Tuomas Salo,06 Hämeen vaalipiiri,121,Suomen Kristillisdemokraatit (KD),31,eduskunta-avustaja,korkeakoulututkinto ,http://aanestatuomasta.wordpress.com,0.8012772343,0.0355826921,-1.5771941817,Konservatiivit
Timo Keskinen,07 Pirkanmaan vaalipiiri,8,Suomen Kristillisdemokraatit (KD),51,Myyntijohtaja,korkeakoulututkinto ,http://www.timokeskinen.fi,0.8342529752,0.0593731384,-1.8694764323,Konservatiivit
jarkko lammi,04 Satakunnan vaalipiiri,42,Suomen Kristillisdemokraatit (KD),43,linja-autonkuljettaja,ammattitutkinto ,http://jarkkolammi.fi,0.8349831193,0.6468937034,-2.0421618698,Konservatiivit
Ahti Hurmalainen,02 Uudenmaan vaalipiiri,31,Suomen Kristillisdemokraatit (KD),54,Yrittäjä,joku muu,https://www.facebook.com/ahti.hurmalainen,0.8597587432,0.7236694223,-0.141490147,Konservatiivit
Markus Kalmi,02 Uudenmaan vaalipiiri,34,Suomen Kristillisdemokraatit (KD),34,Ministerin erityisavustaja,korkeakoulututkinto ,http://www.markuskalmi.com,0.8666950938,0.2057643098,-0.6733096471,Konservatiivit
Lea Ahonen,02 Uudenmaan vaalipiiri,21,Suomen Kristillisdemokraatit (KD),65,rehtori,korkeakoulututkinto ,http://www.facebook.com/LeaAhonenKD,0.892931118,-0.0372435821,-1.1483081543,Konservatiivit
Remo Ronkainen,01 Helsingin vaalipiiri,217,Suomen Kristillisdemokraatit (KD),25,Kristillisdemokraattisten Nuorten puheenjohtaja & teologian kandidaatti,korkeakoulututkinto ,http://remoronkainen.fi/,0.9072451718,0.3257174393,-0.4583748313,Konservatiivit
Peter Östman,10 Vaasan vaalipiiri,65,Suomen Kristillisdemokraatit (KD),53,Kansanedustaja,,http://www.peterostman.fi,0.9169842882,0.2263654761,-1.109043098,Konservatiivit
Reija Taupila,02 Uudenmaan vaalipiiri,52,Suomen Kristillisdemokraatit (KD),38,medianomi & tuotantopäällikkö,,,0.9489895395,0.1687353204,-1.431829972,Konservatiivit
Soili Haverinen,02 Uudenmaan vaalipiiri,30,Suomen Kristillisdemokraatit (KD),38,Ministerin erityisavustaja,korkeakoulututkinto ,http://www.soilihaverinen.fi,0.9522127972,0.0777405383,-1.4557267451,Konservatiivit
Sonja Falk,06 Hämeen vaalipiiri,111,Suomen Kristillisdemokraatit (KD),38,Ministerin erityisavustaja,korkeakoulututkinto ,http://www.sonjafalk.fi,0.9632953449,0.0090881329,-0.9710605082,Konservatiivit
Hanna-Kaisa Simojoki,01 Helsingin vaalipiiri,220,Suomen Kristillisdemokraatit (KD),38,YTM & yrittäjä & tohtorikoulutettava,korkeakoulututkinto ,https://www.facebook.com/pages/Hanna-Kaisa-Simojoki-KD/431312530238718?ref=hl,0.9808761634,0.287524292,-0.6913839516,Konservatiivit
Tapani Ihalainen,06 Hämeen vaalipiiri,112,Suomen Kristillisdemokraatit (KD),48,järjestelmävastaava,ammattitutkinto ,http://www.tapsantahtiin.fi,1.0053731964,-0.045401673,-1.945370388,Markkinaliberaalit
Tuomas Auvinen,01 Helsingin vaalipiiri,201,Suomen Kristillisdemokraatit (KD),28,Opettaja / tutkija,korkeakoulututkinto ,https://www.facebook.com/tuomasauvineneduskuntaan2015?fref=ts,1.0200043327,-0.3608082678,-0.6482208386,Konservatiivit
Ari Henrik Paloheimo,02 Uudenmaan vaalipiiri,47,Suomen Kristillisdemokraatit (KD),64,Rakennusurakoitsija,joku muu,,1.2246278331,1.0936937924,-1.1565242966,Nationalistikonservatiivit
Sami Räsänen,09 Savo-Karjalan vaalipiiri,81,Suomen Kristillisdemokraatit (KD),39,Mekaniikka suunnittelija & rakennusmies ja venetaksi,korkeakoulututkinto ,https://samirasanen.wordpress.com,1.4330150496,0.0704017628,-0.9101186638,Markkinaliberaalit
Jorma Kaario,08 Kaakkois-Suomen vaalipiiri,41,Suomen Kristillisdemokraatit (KD),46,tuntiopettajana 15 vuoden ajan (ei pedag. pätevyyttä),korkeakoulututkinto ,http://jormakaario.wordpress.com,1.8356411937,-0.269224042,-1.0087658114,Markkinaliberaalit
Juha Kaunismaa,02 Uudenmaan vaalipiiri,35,Suomen Kristillisdemokraatit (KD),77,rehtori,korkeakoulututkinto ,http://@kd.fi,2.0370253702,-0.1628437277,-1.5790583745,Markkinaliberaalit
Robert Brantberg,12 Oulun vaalipiiri,80,Suomen ruotsalainen kansanpuolue,64,Kirjailija,ylioppilas ,http://www.brantberg.fi,-1.0491904436,-1.4310830263,1.5280569062,Vasemmistoliberaalit
Mia Portin,02 Uudenmaan vaalipiiri,218,Suomen ruotsalainen kansanpuolue,31,Sosionomi AMK & kulttuurityöntekijä,korkeakoulututkinto ,,-0.3774655155,-1.4158209648,-0.0862985346,Maltillinen vasemmisto
Annika Jouppila,12 Oulun vaalipiiri,85,Suomen ruotsalainen kansanpuolue,42,Lastentarhanopettaja,joku muu,https://www.facebook.com/pages/Annika-Jouppila-RKP/92802957764?ref=hl,-0.3722306443,-0.1989281012,-0.0504191862,Maltillinen vasemmisto
Wivan Nygård-Fagerudd,10 Vaasan vaalipiiri,12,Suomen ruotsalainen kansanpuolue,51,Musiikin maisteri & toimittaja,korkeakoulututkinto ,http://wivan.fi,-0.363184765,-1.593026887,-0.9172030537,Maltillinen vasemmisto
Veronica Hertzberg,01 Helsingin vaalipiiri,101,Suomen ruotsalainen kansanpuolue,51,projektinvetäjä,korkeakoulututkinto ,http://veronicahertzberg.blogspot.fi/,-0.2585577735,-1.3740777474,0.0716007126,Liberaalit
Tanja Ljungqvist,02 Uudenmaan vaalipiiri,211,Suomen ruotsalainen kansanpuolue,46,kulturproducent,korkeakoulututkinto ,http://facebook.com/tatiana.ljungqvist,-0.1629128116,-1.1824890901,-1.3655365387,Maltillinen vasemmisto
Stina Lindgård,02 Uudenmaan vaalipiiri,210,Suomen ruotsalainen kansanpuolue,50,kirkkoherra &  työnohjaaja,korkeakoulututkinto ,http://stinalindgard.simplesite.com,-0.1554322751,-1.4739516423,-1.2586930596,Maltillinen vasemmisto
Klemetti Näkkäläjärvi,02 Uudenmaan vaalipiiri,217,Suomen ruotsalainen kansanpuolue,54,saamelaiskäräjien puheenjohtaja 28.3.2015 asti (pyytänyt eroa),korkeakoulututkinto ,http://www.klemettinakkalajarvi.net,-0.1279620658,-1.5177965706,0.7681998692,Liberaalit
Bo-Göran Åstrand,10 Vaasan vaalipiiri,17,Suomen ruotsalainen kansanpuolue,50,kyrkoherde kirkkoherra,korkeakoulututkinto ,http://www.facebook.com/astrandbogoran,-0.0970593005,-1.5213666409,-1.0982354734,Maltillinen vasemmisto
Kjell Kurtén,12 Oulun vaalipiiri,89,Suomen ruotsalainen kansanpuolue,42,geolog & geologi,ylioppilas ,,-0.0096592746,-1.0538874173,-0.0848611757,Liberaalit
Björn Månsson,01 Helsingin vaalipiiri,105,Suomen ruotsalainen kansanpuolue,62,toimittaja & kuntapoliitikko,ylioppilas ,http://www.bjornmansson.fi,0.0589581882,-1.4574765292,0.2601801136,Liberaalit
Tuomas Aslak Juuso,13 Lapin vaalipiiri,103,Suomen ruotsalainen kansanpuolue,30,Korkeampi virkamies,ammattitutkinto ,https://www.facebook.com/tajuuso,0.0778643927,-0.1826915312,0.0330756679,Konservatiivit
Eva Biaudet,01 Helsingin vaalipiiri,91,Suomen ruotsalainen kansanpuolue,54,Yhdenvertaisuusvaltuutettu,,http://www.evabiaudet.fi,0.0940456714,-1.4405506189,-0.5171038912,Liberaalit
Ahmed Hassan,01 Helsingin vaalipiiri,100,Suomen ruotsalainen kansanpuolue,30,företagare & yrittäjä,,http://www.ahmedhassan.fi,0.1399536996,-1.438964086,-0.7364223058,Konservatiivit
Cecilia Ehrnrooth,01 Helsingin vaalipiiri,94,Suomen ruotsalainen kansanpuolue,42,henkilöstöpäällikkö,korkeakoulututkinto ,http://ceciliaehrnrooth.wordpress.com,0.1758969944,-0.3074505457,-0.5099352434,Konservatiivit
Anna Bertills,10 Vaasan vaalipiiri,3,Suomen ruotsalainen kansanpuolue,35,Toimitusjohtaja,,http://www.annabertills.fi,0.2379734265,-1.2537703621,-0.8321778096,Maltillinen vasemmisto
Johan Ekman,01 Helsingin vaalipiiri,95,Suomen ruotsalainen kansanpuolue,31,Kansanedustajan avustaja,,http://www.johanekman.fi,0.2773785505,-1.4322732515,0.2091246024,Liberaalit
Niklas Grönroos,02 Uudenmaan vaalipiiri,201,Suomen ruotsalainen kansanpuolue,50,Toiminnanjohtaja & yrittäjä,ammattitutkinto ,http://www.niklasgronroos.fi,0.2966807432,-1.2498830502,0.1318706045,Liberaalit
Timo Hirvelä,12 Oulun vaalipiiri,82,Suomen ruotsalainen kansanpuolue,53,Tietotekninen suunnittelija,korkeakoulututkinto ,https://www.facebook.com/timo.hirvela.7.,0.315258835,-0.4800132948,-0.4710129904,Konservatiivit
Kristiina Numelin,04 Satakunnan vaalipiiri,54,Suomen ruotsalainen kansanpuolue,65,Kirjailija,peruskoulu ,http://www.sointylankyla.fi,0.3200562107,-1.4424682941,-1.0078955608,Liberaalit
Patrik Karlsson,02 Uudenmaan vaalipiiri,207,Suomen ruotsalainen kansanpuolue,49,skolföreståndare,korkeakoulututkinto ,https://www.facebook.com/pages/Patrik-Karlsson-till-riksdagen-eduskuntaan/160155194000381?ref=hl,0.3406830396,-0.2712444918,-0.4628925056,Konservatiivit
Marlén Timonen,10 Vaasan vaalipiiri,16,Suomen ruotsalainen kansanpuolue,59,Verosihteeri,ammattitutkinto ,https://marlentimonen.wordpress.com/,0.3495605338,-0.7920226496,-1.0707141004,Konservatiivit
Esko Rautakoski,12 Oulun vaalipiiri,93,Suomen ruotsalainen kansanpuolue,50,Biologian ja maantiedon lehtori,korkeakoulututkinto ,http://www.esko-rautakoski.com,0.3537711007,-0.5340520584,-0.2519877632,Konservatiivit
Mikael Eriksson,02 Uudenmaan vaalipiiri,200,Suomen ruotsalainen kansanpuolue,48,Rektor,korkeakoulututkinto ,http://www.misha.fi,0.3567556082,-1.5582328768,-0.1115952628,Liberaalit
Henrik Wickström,02 Uudenmaan vaalipiiri,222,Suomen ruotsalainen kansanpuolue,20,politices studerande & valtiotieteiden ylioppilas,,http://www.henrikwickstrom.fi,0.3590668638,-0.2077082827,-0.5025691164,Konservatiivit
Christel Liljeström,02 Uudenmaan vaalipiiri,209,Suomen ruotsalainen kansanpuolue,54,Eduskuntasihteeri,joku muu,http://www.liljestrom.nu,0.3798968579,-1.4234681378,-0.8629824693,Konservatiivit
Anders Adlercreutz,02 Uudenmaan vaalipiiri,191,Suomen ruotsalainen kansanpuolue,44,arkkitehti,korkeakoulututkinto ,http://www.anders2015.fi,0.4225555771,-1.4334984304,-0.2171495161,Liberaalit
Mikaela Björklund,10 Vaasan vaalipiiri,4,Suomen ruotsalainen kansanpuolue,41,universitetslärare,korkeakoulututkinto ,http://www.mikaelabjorklund.net,0.4742510244,-1.2376377297,-1.1397639166,Konservatiivit
Anna Abrahamsson,02 Uudenmaan vaalipiiri,190,Suomen ruotsalainen kansanpuolue,25,Erityisavustaja Euroopan parlamentissa,korkeakoulututkinto ,http://annaabrahamsson.fi,0.4977384048,-1.3295140185,0.5711226181,Liberaalit
Mikael Jern,02 Uudenmaan vaalipiiri,205,Suomen ruotsalainen kansanpuolue,48,maanviljelijä,korkeakoulututkinto ,http://mikaeljern.blogspot.fi/,0.5344833077,-0.5053178881,-1.2424736017,Konservatiivit
Joakim Strand,10 Vaasan vaalipiiri,15,Suomen ruotsalainen kansanpuolue,32,Kaupunginvaltuuston puheenjohtaja & International Operations Manager,korkeakoulututkinto ,http://www.joakimstrand.fi,0.5358844884,0.2273543119,-0.0115736682,Konservatiivit
Mikaela  Nylander ,02 Uudenmaan vaalipiiri,216,Suomen ruotsalainen kansanpuolue,45,Riksdagsledamot,ylioppilas ,http://www.mikaelanylander.fi,0.5585961002,-1.2164315532,-0.6547607063,Konservatiivit
Lotta Keskinen,01 Helsingin vaalipiiri,104,Suomen ruotsalainen kansanpuolue,30,KTM & VTK & uraohjaaja,korkeakoulututkinto ,http://www.lottakeskinen.fi,0.5792224655,-1.1893404806,0.3360203152,Liberaalit
Christina Mickos,02 Uudenmaan vaalipiiri,214,Suomen ruotsalainen kansanpuolue,41,opettaja,korkeakoulututkinto ,http://www.christinamickos.fi,0.6072710256,-1.2275550424,-0.690052051,Konservatiivit
Silja Borgarsdóttir Sandelin,01 Helsingin vaalipiiri,92,Suomen ruotsalainen kansanpuolue,30,valtiotieteiden maisteri,korkeakoulututkinto ,http://www.silja.nu,0.6111884313,-1.2770535168,0.4511714683,Liberaalit
Ann-Katrin Bender,02 Uudenmaan vaalipiiri,195,Suomen ruotsalainen kansanpuolue,26,Pääsihteeri,korkeakoulututkinto ,http://www.ankibender.com,0.6151439187,-1.2067618913,-0.1438826647,Konservatiivit
Anna Aintila,02 Uudenmaan vaalipiiri,192,Suomen ruotsalainen kansanpuolue,47,Hammaslääkäri,korkeakoulututkinto ,http://www.annaaintila.com,0.6491184426,-1.3368454606,-0.650082973,Konservatiivit
Diana Nyberg Lindholm,02 Uudenmaan vaalipiiri,215,Suomen ruotsalainen kansanpuolue,56,verkställande direktör & företagare & toimitusjohtaja & yrittäjä,korkeakoulututkinto ,http://nyberg-lindholm.fi,0.6667283425,-1.4693050914,0.9844038996,Liberaalit
Päivi Storgård,01 Helsingin vaalipiiri,109,Suomen ruotsalainen kansanpuolue,49,vapaa toimittaja,,http://www.paivistorgard.net,0.6868274046,-1.4218878804,-0.0503820175,Liberaalit
Anna-Maja Henriksson,10 Vaasan vaalipiiri,9,Suomen ruotsalainen kansanpuolue,51,Oikeusministeri & kansanedustaja &varatuomari,korkeakoulututkinto ,http://www.anna-maja.fi,0.6914615672,-1.3733449121,-0.8220343227,Konservatiivit
Niklas Andersson,02 Uudenmaan vaalipiiri,193,Suomen ruotsalainen kansanpuolue,36,Metsätalousinsinööri,korkeakoulututkinto ,http://www.niklasandersson.fi,0.7028848214,-1.0288885458,-1.2718366438,Konservatiivit
Tiina Fredriksson,12 Oulun vaalipiiri,81,Suomen ruotsalainen kansanpuolue,47,Englannin ja ruotsin kielen lehtori,korkeakoulututkinto ,http://www.sfp.fi/tiinafredriksson,0.7308466464,-0.5094246377,-0.2038654235,Konservatiivit
Veronica  Rehn-Kivi,02 Uudenmaan vaalipiiri,219,Suomen ruotsalainen kansanpuolue,59,arkitekt & byggnadstillsynschef & arkkitehti & rakennusvalvontapäällikkö,,,0.7627227222,-1.0425366152,-1.1402889873,Konservatiivit
Marko Hoikkaniemi,12 Oulun vaalipiiri,83,Suomen ruotsalainen kansanpuolue,43,Aluepäällikkö,korkeakoulututkinto ,http://markohoikkaniemi.webs.com/,0.8147499761,-0.3748931636,-0.2052483352,Konservatiivit
"Charlotte ""Lotte"" Granberg-Haakana",01 Helsingin vaalipiiri,98,Suomen ruotsalainen kansanpuolue,37,Apuraha-asiamies,korkeakoulututkinto ,http://www.granberghaakana.fi,0.8461803519,-1.3409369076,0.0046908556,Liberaalit
Lars-Eric Numelin,04 Satakunnan vaalipiiri,55,Suomen ruotsalainen kansanpuolue,70,Insinööri & maatalousyrittäjä,ammattitutkinto ,http://www.hallonland.com,0.8509323617,-1.1577373915,-0.9073533956,Liberaalit
Ida Schauman,03 Varsinais-Suomen vaalipiiri,34,Suomen ruotsalainen kansanpuolue,26,Förbundsordförande för Svensk Ungdom,korkeakoulututkinto ,http://idaschauman.fi,0.9364602944,-1.2052222663,0.3513131707,Markkinaliberaalit
Carl Haglund,02 Uudenmaan vaalipiiri,202,Suomen ruotsalainen kansanpuolue,36,Puolustusministeri & puolueen puheenjohtaja,korkeakoulututkinto ,http://www.carlhaglund.fi,0.9743231775,-1.2555491122,-0.2679216844,Markkinaliberaalit
Rurik Ahlberg,10 Vaasan vaalipiiri,2,Suomen ruotsalainen kansanpuolue,42,Kunnanjohtaja.,korkeakoulututkinto ,http://www.rurik.fi/fi,1.0417211779,-1.4101946973,-1.0753733204,Markkinaliberaalit
Elin Blomqvist,02 Uudenmaan vaalipiiri,197,Suomen ruotsalainen kansanpuolue,27,Kansainvälisten edunvalvonta- asioiden asiantuntija,korkeakoulututkinto ,http://www.elinblomqvist.fi,1.0434221891,-1.4462376439,-0.0424376881,Liberaalit
Benjamin Ellenberg,01 Helsingin vaalipiiri,96,Suomen ruotsalainen kansanpuolue,22,Valtiotieteiden ylioppilas & viestintäkonsultti,ylioppilas ,http://www.ellenberg.fi,1.0729372399,-0.833158938,1.2138247772,Liberaalit
Stefan Wallin,03 Varsinais-Suomen vaalipiiri,35,Suomen ruotsalainen kansanpuolue,47,Kansanedustaja,korkeakoulututkinto ,http://www.stefanwallin.fi,1.2523469788,-1.4285196188,-0.014158153,Markkinaliberaalit
Claes Tigerstedt,04 Satakunnan vaalipiiri,56,Suomen ruotsalainen kansanpuolue,77,Merikapteeni.,korkeakoulututkinto ,,1.2709361783,0.5352088784,-0.7452867928,Markkinaliberaalit
Juho Jufo Peltomaa,01 Helsingin vaalipiiri,107,Suomen ruotsalainen kansanpuolue,43,sarjayrittäjä,ylioppilas ,http://www.jufoeduskuntaan2015.com/,1.30887943,-0.8701535211,0.6721554548,Markkinaliberaalit
Mikko Ollikainen,10 Vaasan vaalipiiri,14,Suomen ruotsalainen kansanpuolue,37,Kasvatustieteiden maisteri,korkeakoulututkinto ,http://mikko.nu,1.3193287729,0.1425533467,-0.51195425,Markkinaliberaalit
Björn Heir,02 Uudenmaan vaalipiiri,203,Suomen ruotsalainen kansanpuolue,52,DI & liikkeenjohdon konsultti,korkeakoulututkinto ,http://www.bjornheir.fi/fi,1.3898994921,-0.9885597606,-0.3551350772,Markkinaliberaalit
Emma Tcheng,01 Helsingin vaalipiiri,110,Suomen ruotsalainen kansanpuolue,20,Valtiot.yo.,ylioppilas ,http://www.emmatcheng.fi,1.4007374671,-1.3439122491,-0.5092928267,Markkinaliberaalit
Christina Dahlblom,01 Helsingin vaalipiiri,93,Suomen ruotsalainen kansanpuolue,36,Yrittäjä & toimitusjohtaja & konsultti,korkeakoulututkinto ,http://christinadahlblom.fi,1.4282538195,-0.9223177018,-0.6809395518,Markkinaliberaalit
